user_id,content_id,watch_time_min,rating,watch_date
U0002,C024,119,5,2025-11-01 16:09:50.938757
U0002,C180,20,3,2025-09-14 16:09:50.938832
U0002,C132,57,2,2025-05-26 16:09:50.938899
U0002,C007,118,3,2025-10-18 16:09:50.938969
U0002,C185,67,3,2025-04-28 16:09:50.939033
U0002,C018,60,1,2025-11-29 16:09:50.939110
U0002,C029,80,5,2025-09-01 16:09:50.939177
U0002,C190,96,2,2025-08-04 16:09:50.939476
U0002,C001,58,1,2025-07-23 16:09:50.939916
U0002,C139,23,3,2025-04-29 16:09:50.940071
U0002,C193,127,4,2025-02-16 16:09:50.940173
U0002,C065,179,4,2025-03-06 16:09:50.940263
U0002,C076,139,3,2025-06-11 16:09:50.940338
U0002,C196,172,5,2025-05-13 16:09:50.940407
U0002,C181,48,3,2025-06-07 16:09:50.940467
U0002,C005,56,1,2025-07-18 16:09:50.940526
U0002,C134,31,1,2025-09-01 16:09:50.940595
U0002,C124,37,3,2025-05-27 16:09:50.940658
U0002,C124,174,4,2025-12-21 16:09:50.940714
U0002,C067,130,3,2025-04-19 16:09:50.940774
U0002,C122,169,1,2025-12-08 16:09:50.940832
U0002,C135,83,4,2025-08-07 16:09:50.940887
U0002,C050,83,2,2025-06-25 16:09:50.940944
U0002,C102,22,5,2025-06-01 16:09:50.941005
U0002,C057,22,1,2025-09-11 16:09:50.941069
U0002,C067,103,1,2025-11-11 16:09:50.941124
U0002,C127,68,4,2025-03-05 16:09:50.941183
U0002,C035,81,5,2025-11-22 16:09:50.941243
U0002,C052,177,1,2026-01-05 16:09:50.941301
U0002,C017,23,5,2025-03-05 16:09:50.941357
U0002,C196,46,4,2025-06-05 16:09:50.941415
U0002,C013,156,2,2025-05-13 16:09:50.941477
U0002,C006,73,3,2025-02-14 16:09:50.941584
U0002,C051,100,2,2025-04-11 16:09:50.941659
U0002,C173,147,2,2025-07-09 16:09:50.941722
U0002,C148,134,1,2025-12-24 16:09:50.941782
U0002,C021,9,3,2025-02-15 16:09:50.941851
U0003,C021,35,1,2025-05-08 16:09:50.941916
U0003,C090,108,5,2025-06-04 16:09:50.941974
U0003,C186,133,5,2025-06-22 16:09:50.942032
U0003,C088,22,1,2025-05-05 16:09:50.942092
U0003,C193,95,4,2026-01-07 16:09:50.942150
U0003,C063,60,5,2025-11-06 16:09:50.942204
U0003,C101,129,5,2026-01-24 16:09:50.942257
U0003,C129,107,1,2026-01-19 16:09:50.942311
U0003,C155,80,5,2025-10-08 16:09:50.942365
U0003,C088,64,4,2025-12-10 16:09:50.942421
U0003,C028,14,5,2025-04-11 16:09:50.942480
U0003,C097,139,3,2025-06-05 16:09:50.942535
U0003,C126,55,4,2025-05-30 16:09:50.942587
U0003,C119,94,2,2026-01-26 16:09:50.942645
U0003,C037,72,1,2025-07-16 16:09:50.942700
U0003,C121,7,5,2025-11-27 16:09:50.942762
U0003,C064,31,3,2026-01-04 16:09:50.942824
U0003,C171,99,5,2025-08-26 16:09:50.942888
U0003,C028,68,5,2025-07-24 16:09:50.942954
U0003,C077,114,1,2025-12-27 16:09:50.943005
U0003,C051,30,4,2025-03-12 16:09:50.943061
U0003,C174,36,5,2026-01-11 16:09:50.943128
U0003,C049,13,2,2026-01-31 16:09:50.943194
U0003,C089,91,2,2025-06-19 16:09:50.943254
U0003,C179,150,4,2025-02-12 16:09:50.943330
U0003,C116,146,3,2025-03-13 16:09:50.943385
U0003,C009,47,2,2025-11-09 16:09:50.943442
U0003,C049,14,2,2025-10-23 16:09:50.943505
U0003,C127,57,2,2025-04-03 16:09:50.943623
U0003,C137,7,3,2025-03-27 16:09:50.943698
U0003,C199,165,3,2025-03-25 16:09:50.943771
U0003,C089,96,3,2025-10-19 16:09:50.943842
U0003,C066,59,3,2025-11-20 16:09:50.943904
U0003,C067,147,4,2025-03-14 16:09:50.943965
U0003,C062,125,3,2025-12-12 16:09:50.944025
U0003,C091,70,4,2025-05-02 16:09:50.944080
U0003,C075,122,1,2025-10-24 16:09:50.944142
U0003,C189,108,3,2025-05-04 16:09:50.944218
U0003,C073,108,3,2025-03-14 16:09:50.944341
U0003,C105,51,1,2025-11-23 16:09:50.944415
U0003,C110,149,2,2025-05-27 16:09:50.944476
U0003,C165,20,2,2025-05-18 16:09:50.944541
U0003,C153,150,3,2025-11-26 16:09:50.944613
U0003,C053,5,4,2025-03-12 16:09:50.944673
U0003,C013,136,2,2025-05-21 16:09:50.944727
U0003,C055,53,1,2026-01-12 16:09:50.944787
U0003,C063,159,4,2025-05-01 16:09:50.944853
U0003,C163,125,2,2025-05-28 16:09:50.944916
U0003,C072,94,4,2025-03-19 16:09:50.944987
U0003,C023,77,3,2025-03-12 16:09:50.945039
U0003,C196,13,2,2025-12-11 16:09:50.945093
U0003,C133,78,3,2026-01-21 16:09:50.945155
U0003,C097,127,1,2025-04-13 16:09:50.945209
U0003,C040,118,5,2025-11-02 16:09:50.945260
U0003,C063,18,4,2025-07-20 16:09:50.945307
U0004,C169,166,5,2025-10-28 16:09:50.945368
U0004,C174,98,5,2025-09-11 16:09:50.945423
U0004,C061,154,2,2025-09-02 16:09:50.945479
U0004,C158,104,5,2025-05-15 16:09:50.945530
U0004,C194,162,1,2025-10-04 16:09:50.945621
U0004,C160,115,4,2025-03-09 16:09:50.945695
U0004,C110,172,5,2025-08-11 16:09:50.945755
U0004,C015,136,2,2025-07-14 16:09:50.945815
U0004,C067,68,5,2025-03-02 16:09:50.945871
U0004,C109,56,2,2025-03-14 16:09:50.945943
U0004,C031,50,3,2025-10-05 16:09:50.945999
U0004,C078,160,1,2025-05-03 16:09:50.946053
U0004,C025,110,3,2026-02-04 16:09:50.946108
U0004,C016,40,4,2025-04-30 16:09:50.946161
U0004,C188,68,1,2025-08-08 16:09:50.946212
U0004,C022,77,1,2025-12-25 16:09:50.946268
U0004,C142,92,5,2025-09-18 16:09:50.946335
U0004,C126,46,3,2025-07-03 16:09:50.946396
U0004,C001,151,1,2025-07-30 16:09:50.946455
U0004,C128,19,2,2025-09-26 16:09:50.946513
U0005,C134,58,1,2025-12-06 16:09:50.946576
U0005,C168,141,3,2025-07-15 16:09:50.946629
U0005,C153,16,2,2025-02-21 16:09:50.946686
U0005,C159,149,3,2025-10-19 16:09:50.946746
U0005,C111,84,3,2025-09-06 16:09:50.946807
U0005,C055,129,3,2025-09-11 16:09:50.946868
U0005,C005,8,3,2025-12-12 16:09:50.946924
U0005,C176,138,2,2025-07-15 16:09:50.946978
U0005,C193,171,5,2026-02-06 16:09:50.947037
U0005,C132,143,5,2025-07-03 16:09:50.947103
U0005,C155,33,2,2025-11-10 16:09:50.947164
U0005,C038,70,1,2025-08-01 16:09:50.947223
U0005,C007,124,1,2025-03-29 16:09:50.947277
U0005,C035,130,2,2025-12-18 16:09:50.947331
U0005,C017,6,1,2025-05-18 16:09:50.947387
U0005,C199,133,1,2025-11-29 16:09:50.947440
U0005,C068,75,3,2025-06-26 16:09:50.947495
U0005,C180,179,4,2025-11-17 16:09:50.947547
U0005,C163,111,1,2025-05-09 16:09:50.947667
U0005,C184,103,4,2025-09-07 16:09:50.947728
U0005,C006,145,4,2025-04-16 16:09:50.947784
U0005,C167,169,2,2025-06-30 16:09:50.947834
U0005,C005,84,1,2025-12-17 16:09:50.947883
U0005,C136,48,2,2026-01-18 16:09:50.947931
U0005,C141,87,4,2025-07-31 16:09:50.947982
U0005,C167,179,3,2025-11-12 16:09:50.948033
U0005,C058,172,2,2025-12-04 16:09:50.948081
U0005,C111,87,1,2025-11-30 16:09:50.948131
U0005,C041,12,5,2025-08-11 16:09:50.948180
U0005,C063,144,4,2025-04-13 16:09:50.948230
U0005,C086,65,5,2025-03-20 16:09:50.948279
U0005,C015,156,5,2025-12-07 16:09:50.948327
U0005,C092,108,2,2025-10-12 16:09:50.948375
U0005,C119,123,2,2025-07-17 16:09:50.948422
U0005,C061,32,5,2025-11-20 16:09:50.948471
U0005,C052,150,5,2025-11-15 16:09:50.948519
U0005,C114,16,2,2025-09-23 16:09:50.948567
U0006,C053,91,1,2025-04-09 16:09:50.948621
U0006,C157,74,2,2025-02-26 16:09:50.948669
U0006,C120,93,3,2025-10-12 16:09:50.948720
U0006,C130,29,3,2025-03-01 16:09:50.948768
U0006,C081,17,4,2026-01-20 16:09:50.948819
U0006,C172,65,3,2026-01-03 16:09:50.948921
U0006,C121,39,5,2025-05-15 16:09:50.948981
U0006,C191,127,4,2025-06-30 16:09:50.949031
U0006,C019,54,3,2025-12-05 16:09:50.949082
U0006,C170,17,5,2025-03-11 16:09:50.949131
U0006,C175,162,4,2026-01-05 16:09:50.949180
U0006,C116,140,3,2025-07-25 16:09:50.949232
U0006,C155,35,5,2025-08-18 16:09:50.949280
U0006,C192,142,3,2025-12-02 16:09:50.949328
U0006,C040,135,3,2025-09-22 16:09:50.949375
U0006,C164,156,5,2025-05-13 16:09:50.949424
U0006,C095,162,3,2025-05-03 16:09:50.949471
U0006,C191,114,2,2026-01-19 16:09:50.949520
U0006,C141,57,2,2025-11-15 16:09:50.949568
U0006,C125,97,5,2025-02-13 16:09:50.949631
U0006,C047,94,5,2025-08-22 16:09:50.949689
U0006,C158,58,3,2025-10-15 16:09:50.949735
U0006,C189,121,4,2025-09-26 16:09:50.949780
U0006,C011,14,4,2025-11-17 16:09:50.949825
U0006,C068,153,2,2025-04-25 16:09:50.949868
U0006,C124,56,4,2025-12-04 16:09:50.949912
U0006,C157,33,5,2025-09-05 16:09:50.949958
U0006,C050,121,1,2025-04-02 16:09:50.950002
U0006,C120,141,1,2025-06-17 16:09:50.950048
U0006,C118,55,2,2025-08-18 16:09:50.950091
U0006,C043,96,4,2025-11-29 16:09:50.950139
U0006,C047,15,3,2026-01-31 16:09:50.950192
U0006,C014,91,5,2026-01-17 16:09:50.950243
U0006,C181,96,5,2025-02-20 16:09:50.950290
U0006,C157,69,3,2025-05-19 16:09:50.950338
U0006,C032,28,1,2025-08-16 16:09:50.950389
U0006,C026,59,1,2025-04-30 16:09:50.950435
U0006,C170,95,4,2025-09-05 16:09:50.950480
U0006,C187,133,1,2025-10-19 16:09:50.950528
U0006,C138,10,4,2025-03-13 16:09:50.950574
U0006,C104,86,2,2025-07-07 16:09:50.950622
U0006,C146,179,5,2025-09-15 16:09:50.950669
U0006,C108,117,1,2025-12-26 16:09:50.950715
U0006,C127,151,1,2025-07-02 16:09:50.950765
U0006,C164,14,5,2025-12-07 16:09:50.950810
U0006,C153,110,2,2025-03-19 16:09:50.950858
U0006,C115,33,5,2025-04-15 16:09:50.950905
U0006,C155,15,4,2026-01-08 16:09:50.950952
U0006,C048,40,5,2025-06-06 16:09:50.950996
U0006,C018,128,3,2025-12-15 16:09:50.951040
U0007,C128,84,2,2025-12-12 16:09:50.951093
U0007,C170,55,5,2025-07-06 16:09:50.951141
U0007,C132,36,1,2025-06-03 16:09:50.951188
U0007,C094,44,1,2025-07-02 16:09:50.951237
U0007,C091,84,5,2026-01-26 16:09:50.951286
U0007,C195,114,4,2025-07-21 16:09:50.951331
U0007,C008,161,1,2025-02-21 16:09:50.951377
U0007,C101,117,5,2025-04-03 16:09:50.951425
U0007,C125,86,5,2025-02-13 16:09:50.951476
U0007,C007,87,5,2025-06-06 16:09:50.951521
U0007,C078,102,2,2025-05-22 16:09:50.951566
U0007,C008,9,5,2025-08-12 16:09:50.951611
U0007,C011,45,1,2025-09-17 16:09:50.951707
U0007,C173,59,1,2025-07-02 16:09:50.951761
U0007,C149,114,4,2025-11-01 16:09:50.951817
U0007,C108,55,2,2025-08-12 16:09:50.951858
U0007,C130,67,4,2025-08-17 16:09:50.951902
U0007,C028,95,4,2025-04-06 16:09:50.951947
U0007,C188,41,1,2025-11-09 16:09:50.951999
U0007,C041,83,5,2025-02-27 16:09:50.952042
U0007,C168,31,4,2025-04-20 16:09:50.952087
U0007,C022,120,4,2025-08-06 16:09:50.952132
U0007,C092,54,3,2026-01-16 16:09:50.952181
U0007,C146,11,2,2025-10-12 16:09:50.952225
U0007,C141,141,1,2025-02-16 16:09:50.952267
U0007,C014,93,3,2025-04-21 16:09:50.952315
U0007,C080,163,4,2025-02-25 16:09:50.952364
U0007,C033,54,4,2025-10-09 16:09:50.952409
U0008,C098,45,5,2026-01-18 16:09:50.952456
U0008,C031,60,3,2025-05-18 16:09:50.952506
U0008,C126,70,1,2025-02-18 16:09:50.952552
U0008,C089,7,3,2025-03-14 16:09:50.952596
U0008,C157,17,2,2025-10-10 16:09:50.952647
U0008,C082,72,1,2025-03-21 16:09:50.952704
U0008,C028,31,2,2025-08-07 16:09:50.952747
U0008,C058,109,3,2025-08-13 16:09:50.952790
U0008,C091,48,3,2025-09-11 16:09:50.952832
U0008,C150,143,1,2025-10-19 16:09:50.952878
U0008,C018,165,4,2025-02-12 16:09:50.952922
U0008,C169,93,1,2025-09-07 16:09:50.952966
U0008,C069,164,4,2025-03-04 16:09:50.953011
U0008,C168,168,4,2025-04-17 16:09:50.953056
U0008,C161,159,2,2025-04-13 16:09:50.953098
U0008,C096,175,5,2025-11-13 16:09:50.953144
U0008,C104,77,4,2025-12-17 16:09:50.953292
U0008,C166,70,5,2025-06-24 16:09:50.953389
U0008,C021,125,4,2026-01-11 16:09:50.953447
U0008,C014,158,3,2025-04-05 16:09:50.953494
U0008,C100,103,5,2025-02-12 16:09:50.953542
U0008,C091,137,3,2025-10-02 16:09:50.953583
U0008,C200,158,5,2025-11-18 16:09:50.953623
U0008,C042,91,1,2026-01-27 16:09:50.953658
U0008,C161,92,2,2025-05-26 16:09:50.953699
U0009,C149,160,2,2025-10-17 16:09:50.953745
U0009,C164,30,1,2025-04-26 16:09:50.953786
U0009,C166,147,1,2025-04-13 16:09:50.953826
U0009,C052,74,2,2026-02-06 16:09:50.953865
U0009,C037,35,4,2025-03-05 16:09:50.953907
U0009,C171,86,3,2025-06-09 16:09:50.953948
U0009,C094,106,4,2025-07-26 16:09:50.953989
U0009,C029,140,3,2025-10-25 16:09:50.954029
U0009,C101,85,2,2026-01-10 16:09:50.954070
U0009,C150,28,1,2025-07-30 16:09:50.954115
U0009,C147,120,5,2025-04-04 16:09:50.954156
U0009,C168,48,1,2025-10-31 16:09:50.954198
U0009,C096,145,1,2025-11-16 16:09:50.954239
U0009,C152,93,5,2025-03-19 16:09:50.954278
U0009,C136,92,5,2025-06-01 16:09:50.954320
U0009,C094,5,1,2025-05-08 16:09:50.954360
U0009,C027,112,5,2025-11-29 16:09:50.954408
U0009,C140,115,5,2025-11-05 16:09:50.954451
U0009,C105,83,2,2026-01-08 16:09:50.954493
U0009,C141,164,1,2025-11-04 16:09:50.954524
U0009,C198,121,1,2025-08-16 16:09:50.954556
U0009,C036,133,5,2026-02-06 16:09:50.954592
U0009,C043,142,4,2025-08-19 16:09:50.954618
U0009,C011,107,3,2025-11-15 16:09:50.954642
U0009,C171,162,1,2025-04-05 16:09:50.954665
U0009,C047,123,5,2025-09-06 16:09:50.954688
U0009,C068,151,3,2025-09-29 16:09:50.954712
U0009,C121,84,5,2025-08-27 16:09:50.954735
U0009,C050,57,1,2026-01-24 16:09:50.954757
U0009,C039,31,4,2025-11-14 16:09:50.954782
U0009,C177,177,1,2025-05-20 16:09:50.954805
U0009,C063,117,4,2025-08-23 16:09:50.954855
U0009,C014,144,3,2025-10-20 16:09:50.954897
U0009,C052,158,4,2025-08-14 16:09:50.954936
U0009,C180,152,3,2025-03-26 16:09:50.954977
U0009,C110,171,5,2026-02-08 16:09:50.955019
U0009,C088,24,5,2025-05-15 16:09:50.955054
U0009,C033,54,3,2025-12-29 16:09:50.955094
U0009,C005,122,4,2025-12-10 16:09:50.955133
U0009,C036,92,3,2026-01-27 16:09:50.955173
U0009,C093,58,1,2025-10-15 16:09:50.955209
U0009,C016,104,4,2025-06-15 16:09:50.955244
U0009,C142,6,4,2025-10-17 16:09:50.955283
U0009,C048,110,3,2025-06-21 16:09:50.955319
U0009,C110,140,5,2025-11-27 16:09:50.955356
U0009,C111,102,2,2025-12-16 16:09:50.955393
U0009,C087,177,2,2025-12-16 16:09:50.955430
U0009,C060,50,1,2025-06-29 16:09:50.955467
U0009,C016,15,1,2025-12-08 16:09:50.955506
U0009,C041,12,3,2025-11-18 16:09:50.955550
U0009,C080,79,3,2025-08-01 16:09:50.955591
U0009,C196,78,5,2025-04-25 16:09:50.955630
U0009,C004,131,4,2025-06-19 16:09:50.955671
U0010,C115,67,4,2025-08-25 16:09:50.955712
U0010,C025,39,4,2025-05-18 16:09:50.955749
U0010,C006,68,3,2025-06-16 16:09:50.956175
U0010,C120,110,3,2025-10-06 16:09:50.956322
U0010,C018,6,1,2025-06-02 16:09:50.956384
U0010,C014,28,2,2025-11-14 16:09:50.956428
U0010,C079,137,4,2025-11-26 16:09:50.956467
U0010,C168,5,5,2025-04-04 16:09:50.956508
U0010,C173,41,4,2025-04-13 16:09:50.956543
U0010,C109,68,5,2025-09-07 16:09:50.956578
U0010,C005,136,3,2025-11-30 16:09:50.956612
U0010,C154,34,1,2026-01-09 16:09:50.956645
U0010,C169,59,1,2025-12-26 16:09:50.956679
U0010,C179,30,4,2026-01-04 16:09:50.956713
U0010,C086,57,2,2025-06-17 16:09:50.956748
U0010,C011,28,4,2025-07-29 16:09:50.956784
U0010,C044,70,1,2025-08-24 16:09:50.956817
U0010,C063,93,1,2025-06-02 16:09:50.956854
U0010,C158,107,5,2025-02-14 16:09:50.956891
U0010,C050,117,4,2025-05-22 16:09:50.956934
U0010,C181,70,1,2025-06-25 16:09:50.956979
U0010,C101,90,5,2025-03-23 16:09:50.957024
U0010,C169,129,5,2025-08-21 16:09:50.957082
U0010,C179,174,5,2025-07-20 16:09:50.957139
U0010,C135,81,1,2025-12-05 16:09:50.957196
U0010,C080,94,5,2025-03-03 16:09:50.957257
U0010,C131,152,4,2025-05-12 16:09:50.957321
U0010,C021,170,3,2025-05-31 16:09:50.957386
U0010,C200,29,2,2025-04-22 16:09:50.957450
U0010,C133,16,3,2025-12-20 16:09:50.957911
U0010,C027,35,4,2025-08-16 16:09:50.958173
U0010,C116,173,3,2025-06-19 16:09:50.958291
U0010,C070,96,3,2025-10-02 16:09:50.958361
U0010,C011,74,3,2025-08-19 16:09:50.958421
U0010,C078,81,4,2025-05-24 16:09:50.958545
U0010,C118,25,2,2025-03-04 16:09:50.958688
U0010,C155,32,4,2025-02-17 16:09:50.959519
U0011,C029,99,2,2025-06-03 16:09:50.959645
U0011,C182,113,3,2025-07-30 16:09:50.959734
U0011,C123,91,1,2025-06-15 16:09:50.959817
U0011,C086,172,3,2025-07-15 16:09:50.959891
U0011,C193,67,3,2026-01-07 16:09:50.959957
U0011,C185,12,4,2025-09-23 16:09:50.960021
U0011,C114,177,3,2025-10-30 16:09:50.960083
U0011,C144,42,5,2025-06-12 16:09:50.960151
U0011,C149,49,5,2025-05-28 16:09:50.960225
U0011,C127,68,5,2025-07-31 16:09:50.960301
U0011,C010,148,4,2025-04-21 16:09:50.960381
U0011,C181,50,1,2025-11-15 16:09:50.960473
U0011,C143,116,1,2025-02-10 16:09:50.960548
U0011,C104,16,1,2025-10-22 16:09:50.960618
U0011,C157,100,4,2025-10-01 16:09:50.960921
U0011,C028,94,5,2025-03-31 16:09:50.961017
U0011,C200,134,1,2025-12-20 16:09:50.961082
U0011,C015,140,1,2025-06-25 16:09:50.961168
U0011,C002,96,2,2025-02-14 16:09:50.961251
U0011,C115,9,5,2025-03-12 16:09:50.961313
U0011,C169,71,3,2025-04-17 16:09:50.961374
U0011,C135,150,3,2025-08-20 16:09:50.961438
U0011,C037,15,2,2025-04-22 16:09:50.961500
U0011,C198,11,2,2025-09-15 16:09:50.961564
U0011,C151,6,3,2025-08-08 16:09:50.961626
U0011,C104,58,5,2025-11-22 16:09:50.961686
U0012,C058,59,5,2025-04-13 16:09:50.961754
U0012,C069,109,3,2025-03-23 16:09:50.961812
U0012,C084,139,4,2025-06-29 16:09:50.961869
U0012,C013,162,5,2025-06-16 16:09:50.961933
U0012,C172,60,3,2025-10-22 16:09:50.961996
U0012,C008,95,1,2025-05-07 16:09:50.962068
U0012,C049,168,1,2025-04-14 16:09:50.962136
U0012,C151,86,4,2025-10-04 16:09:50.962204
U0012,C070,58,1,2025-10-05 16:09:50.962265
U0012,C185,72,2,2025-08-17 16:09:50.962327
U0012,C143,136,5,2025-07-07 16:09:50.962389
U0012,C096,122,5,2025-03-28 16:09:50.962451
U0012,C109,17,3,2025-10-08 16:09:50.962511
U0012,C033,147,4,2025-10-26 16:09:50.962572
U0012,C020,92,3,2025-06-13 16:09:50.962633
U0012,C064,173,4,2025-10-05 16:09:50.962695
U0012,C151,133,1,2025-03-17 16:09:50.962797
U0012,C099,36,1,2025-09-26 16:09:50.962880
U0012,C059,15,1,2026-01-11 16:09:50.962945
U0012,C069,166,5,2025-09-29 16:09:50.963005
U0012,C167,37,3,2025-03-24 16:09:50.963067
U0012,C050,103,5,2026-01-11 16:09:50.963129
U0012,C155,53,2,2025-02-28 16:09:50.963194
U0012,C084,57,5,2025-08-26 16:09:50.963250
U0012,C043,163,5,2025-11-08 16:09:50.963279
U0012,C045,114,5,2026-01-17 16:09:50.963305
U0012,C192,30,3,2025-08-05 16:09:50.963331
U0012,C046,7,3,2025-05-08 16:09:50.963357
U0012,C145,150,2,2026-01-23 16:09:50.963386
U0012,C066,47,1,2026-01-06 16:09:50.963415
U0013,C013,93,3,2025-05-20 16:09:50.963444
U0013,C200,55,2,2025-08-31 16:09:50.963476
U0013,C141,25,3,2025-03-15 16:09:50.963504
U0013,C113,104,2,2026-02-04 16:09:50.963533
U0013,C030,78,3,2026-01-10 16:09:50.963562
U0013,C032,111,1,2025-12-16 16:09:50.963590
U0013,C166,38,5,2025-12-04 16:09:50.963617
U0013,C118,16,5,2025-10-05 16:09:50.963644
U0013,C140,156,1,2025-12-09 16:09:50.963671
U0013,C120,22,5,2025-03-24 16:09:50.963699
U0013,C088,46,2,2025-06-28 16:09:50.963726
U0013,C152,170,4,2025-05-22 16:09:50.963754
U0013,C199,69,5,2026-01-25 16:09:50.963782
U0013,C197,176,2,2025-11-30 16:09:50.963810
U0013,C184,179,4,2025-09-24 16:09:50.963837
U0013,C196,49,4,2025-05-25 16:09:50.963866
U0013,C113,10,3,2025-12-08 16:09:50.963893
U0013,C035,107,4,2025-07-27 16:09:50.963921
U0013,C007,71,4,2025-11-03 16:09:50.963952
U0013,C012,179,4,2025-12-20 16:09:50.963979
U0013,C063,10,2,2025-09-25 16:09:50.964005
U0013,C031,57,3,2025-12-19 16:09:50.964036
U0013,C129,137,2,2025-11-13 16:09:50.964065
U0013,C161,51,1,2025-10-11 16:09:50.964098
U0013,C177,159,3,2026-01-31 16:09:50.964128
U0013,C193,174,4,2025-12-24 16:09:50.964157
U0013,C185,37,5,2025-07-19 16:09:50.964187
U0013,C101,71,1,2025-07-11 16:09:50.964217
U0013,C126,89,2,2025-04-10 16:09:50.964248
U0013,C038,175,2,2025-09-25 16:09:50.964308
U0013,C080,179,2,2025-04-09 16:09:50.964339
U0013,C151,114,4,2025-05-02 16:09:50.964368
U0013,C078,178,2,2025-11-28 16:09:50.964393
U0013,C170,133,4,2025-05-29 16:09:50.964421
U0013,C084,174,4,2025-07-29 16:09:50.964451
U0013,C149,73,3,2025-09-23 16:09:50.964480
U0013,C169,53,2,2026-01-14 16:09:50.964509
U0014,C147,111,4,2025-12-07 16:09:50.964540
U0014,C092,54,2,2026-02-08 16:09:50.964567
U0014,C154,12,1,2025-10-28 16:09:50.964597
U0014,C084,105,4,2025-07-31 16:09:50.964626
U0014,C026,66,4,2026-02-06 16:09:50.964655
U0014,C026,39,4,2025-08-20 16:09:50.964684
U0014,C108,63,4,2025-08-29 16:09:50.964712
U0014,C145,117,1,2025-06-27 16:09:50.964741
U0014,C014,65,5,2025-08-29 16:09:50.964770
U0014,C054,29,5,2025-04-02 16:09:50.964800
U0014,C174,14,4,2025-12-25 16:09:50.964830
U0014,C141,79,4,2025-09-03 16:09:50.964858
U0014,C070,167,2,2025-12-08 16:09:50.964886
U0014,C173,59,4,2025-11-05 16:09:50.964915
U0014,C159,138,3,2025-07-09 16:09:50.964943
U0014,C065,62,5,2025-11-19 16:09:50.964972
U0014,C069,120,1,2026-02-07 16:09:50.965001
U0014,C170,61,2,2025-12-29 16:09:50.965030
U0014,C065,33,4,2025-10-21 16:09:50.965058
U0014,C197,81,1,2025-11-06 16:09:50.965087
U0014,C176,25,3,2025-08-20 16:09:50.965116
U0014,C160,25,4,2025-08-25 16:09:50.965144
U0014,C094,48,1,2025-06-07 16:09:50.965171
U0014,C185,51,4,2025-10-27 16:09:50.965200
U0014,C145,160,5,2025-04-01 16:09:50.965229
U0014,C015,48,5,2025-12-17 16:09:50.965258
U0014,C107,51,5,2026-01-14 16:09:50.965293
U0014,C116,174,2,2025-12-06 16:09:50.965323
U0014,C109,42,4,2025-07-13 16:09:50.965351
U0014,C076,18,5,2025-08-29 16:09:50.965379
U0014,C076,60,1,2025-04-07 16:09:50.965408
U0014,C200,116,4,2025-05-06 16:09:50.965435
U0014,C076,156,1,2026-01-13 16:09:50.965463
U0014,C146,96,2,2025-05-21 16:09:50.965492
U0014,C088,157,5,2025-12-22 16:09:50.965520
U0014,C124,88,4,2025-12-03 16:09:50.965548
U0014,C177,15,3,2025-08-14 16:09:50.965575
U0014,C017,161,2,2025-05-20 16:09:50.965604
U0014,C085,95,3,2025-12-21 16:09:50.965633
U0014,C024,6,1,2025-09-08 16:09:50.965660
